draft_player_id,draft_player_name,current_fpl_player_id,current_fpl_player_name,suggested_fpl_player_id,suggested_fpl_player_name,status,manual_override,notes
1,Raya,1,Raya,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
237,Ndiaye,237,Ndiaye,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
238,Grealish,238,Grealish,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
239,Garner,239,Garner,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
240,Iroegbunam,240,Iroegbunam,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
241,McNeil,241,McNeil,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
242,George,242,George,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
243,Alcaraz,243,Alcaraz,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
244,Armstrong,244,Armstrong,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
245,Dibling,245,Dibling,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
246,Röhl,246,Röhl,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
247,Hackney,247,Hackney,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
248,Beto,248,Beto,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
249,Barry,249,Barry,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
250,Leno,250,Leno,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
251,Lecomte,251,Lecomte,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
252,McNally,252,McNally,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
253,Andersen,253,Andersen,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
254,Robinson,254,Robinson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
255,J.Cuenca,255,J.Cuenca,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
256,Tete,256,Tete,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
257,Bassey,257,Bassey,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
258,Castagne,258,Castagne,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
259,Diop,259,Diop,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
260,Wilson,260,Wilson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
261,Iwobi,261,Iwobi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
262,Smith Rowe,262,Smith Rowe,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
263,Kevin,263,Kevin,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
264,Bobb,264,Bobb,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
265,Berge,265,Berge,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
266,Cairney,266,Cairney,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
267,Lukić,267,Lukić,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
268,King,268,King,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
269,Sessegnon,269,Sessegnon,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
270,Reed,270,Reed,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
271,Muniz,271,Muniz,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
272,Kusi-Asare,272,Kusi-Asare,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
273,Phillips,273,Phillips,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
274,Butland,274,Butland,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
275,Cartwright,275,Cartwright,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
276,Lo-Tutala,276,Lo-Tutala,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
277,Egan,277,Egan,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
278,Hughes,278,Hughes,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
279,Ajayi,279,Ajayi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
280,Coyle,280,Coyle,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
281,Drameh,281,Drameh,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
282,Giles,282,Giles,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
283,Jacob,283,Jacob,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
284,McCarthy,284,McCarthy,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
285,McNair,285,McNair,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
286,Belloumi,286,Belloumi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
287,Millar,287,Millar,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
288,Dowell,288,Dowell,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
289,Crooks,289,Crooks,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
290,Slater,290,Slater,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
291,Matazo,291,Matazo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
292,Ömür,292,Ömür,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
293,Kamara,293,Kamara,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
294,Zambrano,294,Zambrano,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
295,McBurnie,295,McBurnie,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
296,Akintola,296,Akintola,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
297,Gyabi,297,Gyabi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
298,Destan,298,Destan,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
299,Burstow,299,Burstow,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
300,Walton,300,Walton,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
301,Palmer,301,Palmer,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
302,Button,302,Button,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
303,Kipré,303,Kipré,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
304,O'Shea,304,O'Shea,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
305,Davis,305,Davis,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
306,Greaves,306,Greaves,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
307,Johnson,307,Johnson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
308,Furlong,308,Furlong,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
309,Núñez,309,Núñez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
310,Matusiwa,310,Matusiwa,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
311,Burns,311,Burns,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
312,Taylor,312,Taylor,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
313,Clarke,313,Clarke,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
314,Ogbene,314,Ogbene,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
315,Fatawu,315,Fatawu,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
316,Emersonn,316,Emersonn,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
317,Hirst,317,Hirst,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
318,Philogene,318,Philogene,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
319,Szmodics,319,Szmodics,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
320,Akpom,320,Akpom,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
321,Walle Egeli,321,Walle Egeli,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
322,Al-Hamadi,322,Al-Hamadi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
323,McAteer,323,McAteer,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
324,Mehmeti,324,Mehmeti,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
325,Darlow,325,Darlow,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
326,Perri,326,Perri,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
327,Bijol,327,Bijol,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
328,Struijk,328,Struijk,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
329,Rodon,329,Rodon,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
330,Bogle,330,Bogle,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
331,Gudmundsson,331,Gudmundsson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
332,Justin,332,Justin,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
333,Bornauw,333,Bornauw,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
334,Muharemović,334,Muharemović,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
335,Stach,335,Stach,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
336,Okafor,336,Okafor,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
337,Aaronson,337,Aaronson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
338,Ampadu,338,Ampadu,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
339,Longstaff,339,Longstaff,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
340,Gelhardt,340,Gelhardt,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
341,Gnonto,341,Gnonto,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
342,Harrison,342,Harrison,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
343,James,343,James,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
344,Gruev,344,Gruev,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
345,Tanaka,345,Tanaka,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
346,Calvert-Lewin,346,Calvert-Lewin,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
347,Nmecha,347,Nmecha,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
348,Piroe,348,Piroe,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
349,Mateo Joseph,349,Mateo Joseph,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
350,A.Becker,350,A.Becker,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
351,Mamardashvili,351,Mamardashvili,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
352,Woodman,352,Woodman,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
353,Pecsi,353,Pecsi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
354,Jaros,354,Jaros,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
355,Davies,355,Davies,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
356,Virgil,356,Virgil,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
357,Frimpong,357,Frimpong,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
358,Kerkez,358,Kerkez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
359,Gomez,359,Gomez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
360,Bradley,360,Bradley,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
361,Lucky,361,Lucky,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
362,Jacquet,362,Jacquet,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
363,Leoni,363,Leoni,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
364,Tsimikas,364,Tsimikas,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
365,Ramsay,365,Ramsay,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
366,Wirtz,366,Wirtz,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
367,Gakpo,367,Gakpo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
368,Szoboszlai,368,Szoboszlai,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
369,Ngumoha,369,Ngumoha,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
370,Chiesa,370,Chiesa,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
371,Gravenberch,371,Gravenberch,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
372,Mac Allister,372,Mac Allister,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
373,C.Jones,373,C.Jones,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
374,Endo,374,Endo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
375,Nyoni,375,Nyoni,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
376,Bajcetic,376,Bajcetic,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
377,Munoz,377,Munoz,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
378,McConnell,378,McConnell,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
379,Isak,379,Isak,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
380,Ekitiké,380,Ekitiké,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
381,Koumas,381,Koumas,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
382,Danns,382,Danns,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
383,Elliott,383,Elliott,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
384,Donnarumma,384,Donnarumma,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
385,Trafford,385,Trafford,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
386,Bettinelli,386,Bettinelli,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
387,O'Reilly,387,O'Reilly,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
388,Guéhi,388,Guéhi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
389,Matheus N.,389,Matheus N.,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
390,Rúben,390,Rúben,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
391,Gvardiol,391,Gvardiol,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
392,Aït-Nouri,392,Aït-Nouri,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
393,Khusanov,393,Khusanov,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
394,Alleyne,394,Alleyne,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
395,Lewis,395,Lewis,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
396,Vitor Reis,396,Vitor Reis,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
397,Semenyo,397,Semenyo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
398,Foden,398,Foden,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
399,Cherki,399,Cherki,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
400,Doku,400,Doku,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
401,Marmoush,401,Marmoush,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
402,Rodrigo,402,Rodrigo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
403,Sávio,403,Sávio,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
404,Reijnders,404,Reijnders,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
405,N.Gonzalez,405,N.Gonzalez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
406,Kovačić,406,Kovačić,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
407,Echeverri,407,Echeverri,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
408,Phillips,408,Phillips,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
409,Mukasa,409,Mukasa,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
410,Monga,410,Monga,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
411,Haaland,411,Haaland,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
412,Lammens,412,Lammens,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
413,Bayindir,413,Bayindir,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
414,Heaton,414,Heaton,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
415,Dorgu,415,Dorgu,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
416,De Ligt,416,De Ligt,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
417,Dalot,417,Dalot,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
418,Maguire,418,Maguire,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
419,Martinez,419,Martinez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
420,Yoro,420,Yoro,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
421,Heaven,421,Heaven,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
422,Mazraoui,422,Mazraoui,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
423,Shaw,423,Shaw,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
424,Amass,424,Amass,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
425,Fredricson,425,Fredricson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
426,B.Fernandes,426,B.Fernandes,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
427,Mbeumo,427,Mbeumo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
428,Cunha,428,Cunha,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
429,Rashford,429,Rashford,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
430,Mount,430,Mount,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
431,Amad,431,Amad,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
432,Mainoo,432,Mainoo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
433,Ugarte,433,Ugarte,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
434,J.Fletcher,434,J.Fletcher,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
435,Lacey,435,Lacey,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
436,Collyer,436,Collyer,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
437,Bendito Mantato,437,Bendito Mantato,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
438,Fletcher,438,Fletcher,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
439,Šeško,439,Šeško,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
440,Zirkzee,440,Zirkzee,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
441,Obi,441,Obi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
442,Pope,442,Pope,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
443,Gillespie,443,Gillespie,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
444,Jaouen,444,Jaouen,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
445,Thiaw,445,Thiaw,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
446,Schär,446,Schär,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
447,Botman,447,Botman,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
448,Burn,448,Burn,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
449,Hall,449,Hall,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
450,Livramento,450,Livramento,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
451,A.Murphy,451,A.Murphy,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
452,Bruno G.,452,Bruno G.,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
453,Barnes,453,Barnes,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
454,Elanga,454,Elanga,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
455,Tonali,455,Tonali,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
456,J.Ramsey,456,J.Ramsey,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
457,J.Murphy,457,J.Murphy,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
458,Joelinton,458,Joelinton,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
459,L.Miley,459,L.Miley,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
460,Willock,460,Willock,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
461,Touré,461,Touré,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
462,Steur,462,Steur,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
463,Woltemade,463,Woltemade,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
464,Wissa,464,Wissa,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
465,Osula,465,Osula,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
466,Neave,466,Neave,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
467,Sels,467,Sels,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
468,John,468,John,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
469,N.Williams,469,N.Williams,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
470,Morato,470,Morato,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
471,Milenković,471,Milenković,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
472,Murillo,472,Murillo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
473,Aina,473,Aina,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
474,Jair Cunha,474,Jair Cunha,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
475,Savona,475,Savona,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
